#chrom	start	end	tmp/bam/control.bam_cov	tmp/bam/deleted.bam_cov	tmp/bam/inverted.bam_cov	tmp/bam/control.bam_count	tmp/bam/deleted.bam_count	tmp/bam/inverted.bam_count
chr01	4940000	4950000	147750	148376	144879	997	1002	981
chr01	4950000	4960000	143090	143773	151766	969	977	1028
chr01	4960000	4970000	143309	147356	153685	975	997	1043
chr01	4970000	4980000	161344	155773	149662	1093	1052	1013
chr01	4980000	4990000	154935	150538	132780	1052	1019	900
chr01	4990000	5000000	139887	153175	140025	946	1040	946
chr01	5000000	5010000	149266	143480	139539	1007	974	945
chr01	5010000	5020000	151902	148056	144940	1023	1004	982
chr01	5020000	5030000	143085	145625	160820	969	987	1089
chr01	5030000	5040000	142630	150284	150616	971	1021	1014
chr01	5040000	5050000	153770	154507	145002	1042	1043	976
chr01	5050000	5060000	142013	162979	148679	962	1103	1003
chr01	5060000	5070000	153334	156014	146007	1043	1059	990
chr01	5070000	5080000	143672	165732	144503	969	1118	984
chr01	5080000	5090000	156173	149692	152285	1056	1013	1033
chr01	5090000	5100000	153780	150379	144500	1041	1022	981
chr01	5100000	5110000	150254	152874	137314	1019	1039	929
chr01	5110000	5120000	140449	162062	144409	957	1092	976
chr01	5120000	5130000	156048	155341	147182	1057	1047	995
chr01	5130000	5140000	143783	159225	165295	972	1074	1117
chr01	5140000	5150000	158421	161538	151128	1067	1092	1018
chr01	5150000	5160000	148308	141860	146503	1001	959	990
chr01	5160000	5170000	147848	143200	142939	997	968	968
chr01	5170000	5180000	147743	148632	144637	1002	1012	980
chr01	5180000	5190000	151833	151470	139953	1023	1025	949
chr01	5190000	5200000	151136	157152	146101	1022	1067	990
chr01	5200000	5210000	150385	149957	143066	1025	1017	971
chr01	5210000	5220000	156086	151272	154024	1058	1024	1041
chr01	5220000	5230000	146868	157367	145480	996	1061	987
chr01	5230000	5240000	154097	154460	148038	1037	1047	999
chr01	5240000	5250000	158293	153746	147628	1069	1046	1000
chr01	5250000	5260000	138064	165554	142652	934	1125	968
chr01	5260000	5270000	154893	151271	153575	1048	1028	1037
chr01	5270000	5280000	144874	150888	143485	981	1024	971
chr01	5280000	5290000	147631	135189	141518	1003	919	959
chr01	5290000	5300000	156089	156314	144066	1055	1056	976
chr01	5300000	5310000	157700	152441	141457	1068	1027	953
chr01	5310000	5320000	152967	147439	150898	1030	992	1018
chr01	5320000	5330000	149533	155790	141442	1011	1052	957
chr01	5330000	5340000	153510	154381	149891	1032	1049	1009
chr01	5340000	5350000	139052	161491	150315	942	1090	1020
chr01	5350000	5360000	149602	159066	137572	1009	1074	929
chr01	5360000	5370000	139474	149672	146656	943	1008	991
chr01	5370000	5380000	137619	146577	145004	933	991	982
chr01	5380000	5390000	148561	155047	148737	1005	1051	1008
chr01	5390000	5400000	149011	153984	154630	1005	1046	1056
chr01	5400000	5410000	144875	157578	142015	978	1073	966
chr01	5410000	5420000	147242	151696	149443	996	1027	1017
chr01	5420000	5430000	154306	149860	140022	1043	1013	952
chr01	5430000	5440000	145733	139780	146812	987	948	990
chr01	5440000	5450000	161213	164927	149974	1093	1120	1011
chr01	5450000	5460000	135231	132211	146621	922	902	990
chr01	5460000	5470000	143965	149163	148569	973	1011	1003
chr01	5470000	5480000	143401	155294	146994	968	1051	997
chr01	5480000	5490000	140681	146537	144297	954	993	971
chr01	5490000	5500000	145243	150222	145952	990	1018	986
chr01	5500000	5510000	156260	144206	142584	1056	979	965
chr01	5510000	5520000	144486	144580	141715	978	977	959
chr01	5520000	5530000	151966	154945	158873	1030	1049	1073
chr01	5530000	5540000	155131	159653	147302	1043	1084	992
chr01	5540000	5550000	147508	162228	142629	997	1096	960
chr01	5550000	5560000	156854	146084	142998	1059	987	968
chr01	5560000	5570000	144849	157074	136646	983	1059	924
chr01	5570000	5580000	142913	149187	146737	969	1014	992
chr01	5580000	5590000	158507	153013	143547	1074	1033	971
chr01	5590000	5600000	144874	163049	161913	982	1100	1098
chr01	5600000	5610000	143895	158565	145203	970	1070	985
chr01	5610000	5620000	146593	157899	145476	988	1070	981
chr01	5620000	5630000	143788	147727	149852	973	1005	1020
chr01	5630000	5640000	148250	153322	150980	1004	1033	1027
chr01	5640000	5650000	149817	154908	143512	1013	1051	968
chr01	5650000	5660000	150732	150325	150069	1019	1017	1016
chr01	5660000	5670000	153588	148107	140500	1035	1001	952
chr01	5670000	5680000	140087	147950	143257	947	1003	966
chr01	5680000	5690000	151942	144723	139756	1025	982	948
chr01	5690000	5700000	149999	166654	145695	1016	1125	994
chr01	5700000	5710000	150100	153851	153287	1016	1044	1041
chr01	5710000	5720000	167757	161873	151788	1135	1095	1027
chr01	5720000	5730000	152051	146849	140124	1031	990	954
chr01	5730000	5740000	148770	142770	143657	1009	968	969
chr01	5740000	5750000	143492	136670	135748	973	928	915
chr01	5750000	5760000	158323	162959	149721	1070	1100	1009
chr01	5760000	5770000	150114	147958	136183	1020	1003	923
chr01	5770000	5780000	155131	151764	151954	1050	1026	1022
chr01	5780000	5790000	157512	149841	165098	1069	1014	1118
chr01	5790000	5800000	138796	153168	155999	942	1043	1060
chr01	5800000	5810000	133647	162803	156282	906	1104	1063
chr01	5810000	5820000	143546	148355	150417	970	1007	1019
chr01	5820000	5830000	148515	169337	136125	1009	1143	921
chr01	5830000	5840000	144745	148327	137035	985	998	928
chr01	5840000	5850000	142668	152176	149827	969	1031	1019
chr01	5850000	5860000	156625	154595	142013	1063	1052	967
chr01	5860000	5870000	165081	147978	148499	1116	1009	1006
chr01	5870000	5880000	148765	145654	154467	1005	992	1045
chr01	5880000	5890000	157762	149525	147488	1063	1015	993
chr01	5890000	5900000	141050	147667	136042	956	1003	917
chr01	5900000	5910000	138992	141905	140552	937	957	952
chr01	5910000	5920000	144921	153896	158504	977	1039	1068
chr01	5920000	5930000	152550	148828	152719	1035	1010	1028
chr01	5930000	5940000	137888	156200	145893	930	1056	987
chr01	5940000	5950000	152623	166597	146141	1026	1124	994
chr01	5950000	5960000	144421	155069	148566	976	1045	1003
chr01	5960000	5970000	154016	148070	149452	1040	1000	1007
chr01	5970000	5980000	149146	140420	143885	1012	952	969
chr01	5980000	5990000	149398	151480	144681	1015	1028	979
chr01	5990000	6000000	140822	147158	149443	956	997	1013
chr01	6000000	6010000	149288	155345	142280	1012	1054	963
chr01	6010000	6020000	154762	169377	139947	1043	1142	946
chr01	6020000	6030000	135935	147642	143579	916	999	981
chr01	6030000	6040000	141572	145564	148777	956	982	1009
chr01	6040000	6050000	144792	148743	150006	981	1004	1021
chr01	6050000	6060000	153083	157987	140036	1035	1062	948
chr01	6060000	6070000	155547	150447	145090	1055	1013	982
chr01	6070000	6080000	149747	158282	138572	1012	1068	937
chr01	6080000	6090000	141170	144147	143827	959	974	972
chr01	6090000	6100000	147180	160357	142733	1002	1092	969
chr01	6100000	6110000	148506	146746	142377	1012	990	960
chr01	6110000	6120000	134551	148317	154929	913	1005	1047
chr01	6120000	6130000	146201	154900	143738	992	1043	974
chr01	6130000	6140000	141325	135373	146102	954	916	986
chr01	6140000	6150000	150029	157270	130421	1014	1063	880
chr01	6150000	6160000	153659	154825	141038	1040	1047	953
chr01	6160000	6170000	146987	153028	142753	1000	1033	966
chr01	6170000	6180000	135675	161034	146340	916	1085	990
chr01	6180000	6190000	148853	155766	146168	1008	1057	988
chr01	6190000	6200000	155583	150174	142373	1050	1017	964
chr01	6200000	6210000	144485	153397	153604	982	1033	1039
chr01	6210000	6220000	146781	159156	148483	994	1073	1008
chr01	6220000	6230000	152293	157703	134312	1029	1066	914
chr01	6230000	6240000	157278	143975	156629	1066	976	1059
chr01	6240000	6250000	155815	149145	163531	1059	1009	1104
chr01	6250000	6260000	145902	158531	141620	987	1074	958
chr01	6260000	6270000	155675	155673	149579	1057	1050	1015
chr01	6270000	6280000	152652	157315	146643	1031	1063	997
chr01	6280000	6290000	150329	158573	151619	1017	1073	1025
chr01	6290000	6300000	149213	154172	141718	1011	1048	960
chr01	6300000	6310000	153175	153663	150202	1038	1043	1018
chr01	6310000	6320000	151254	157037	160470	1022	1067	1083
chr01	6320000	6330000	138704	148608	138083	944	1005	937
chr01	6330000	6340000	143750	148889	138085	977	1012	933
chr01	6340000	6350000	144885	166718	143764	982	1125	975
chr01	6350000	6360000	141898	158611	142232	962	1072	962
chr01	6360000	6370000	148795	143281	156487	1005	968	1054
chr01	6370000	6380000	145432	145282	141241	982	983	956
chr01	6380000	6390000	142877	162035	151154	969	1090	1022
chr01	6390000	6400000	149785	156433	138632	1009	1058	934
chr01	6400000	6410000	140100	155939	159435	950	1053	1078
chr01	6410000	6420000	155235	158637	142535	1051	1077	962
chr01	6420000	6430000	156810	149595	143551	1063	1012	969
chr01	6430000	6440000	142842	163200	133868	962	1106	904
chr01	6440000	6450000	158026	146176	152404	1071	995	1025
chr01	6450000	6460000	155945	151198	149151	1054	1030	1009
chr01	6460000	6470000	153314	151432	157169	1038	1022	1062
chr01	6470000	6480000	158594	159958	145086	1076	1076	984
chr01	6480000	6490000	143425	143999	144169	970	975	977
chr01	6490000	6500000	146678	153914	147860	994	1040	997
chr01	6500000	6510000	155810	148640	153207	1053	1005	1036
chr01	6510000	6520000	148934	146499	141960	1007	995	958
chr01	6520000	6530000	144314	149036	139636	975	1006	943
chr01	6530000	6540000	146037	161378	140332	987	1088	946
chr01	6540000	6550000	157433	151971	150867	1061	1023	1016
chr01	6550000	6560000	157738	155428	151490	1069	1052	1023
chr01	6560000	6570000	144572	139849	155046	984	948	1048
chr01	6570000	6580000	149447	138651	149783	1010	940	1019
chr01	6580000	6590000	151489	151172	148431	1030	1020	1009
chr01	6590000	6600000	149674	158842	147383	1017	1068	996
chr01	6600000	6610000	150028	153431	150795	1014	1039	1023
chr01	6610000	6620000	140180	148752	139958	948	1007	949
chr01	6620000	6630000	148007	153794	147047	1001	1041	996
chr01	6630000	6640000	154141	152502	138947	1039	1033	939
chr01	6640000	6650000	137020	145560	163562	927	984	1103
chr01	6650000	6660000	146267	148794	150260	991	1008	1015
chr01	6660000	6670000	145621	158132	149307	982	1067	1008
chr01	6670000	6680000	160325	158273	145240	1087	1073	982
chr01	6680000	6690000	145443	138764	149183	981	941	1010
chr01	6690000	6700000	144945	148923	154136	980	1008	1048
chr01	6700000	6710000	144877	139180	141661	980	943	956
chr01	6710000	6720000	148008	148312	146149	994	1002	988
chr01	6720000	6730000	148595	140503	146459	1003	952	991
chr01	6730000	6740000	148546	143745	152959	1009	971	1037
chr01	6740000	6750000	136950	140241	145399	933	944	986
chr01	6750000	6760000	157716	152272	146434	1071	1027	994
chr01	6760000	6770000	154240	154457	159675	1042	1046	1079
chr01	6770000	6780000	150782	144823	144611	1023	979	977
chr01	6780000	6790000	148224	167657	151669	1004	1129	1026
chr01	6790000	6800000	146661	149197	157615	995	1007	1066
chr01	6800000	6810000	141029	146238	155799	954	985	1052
chr01	6810000	6820000	145590	147246	154680	988	997	1048
chr01	6820000	6830000	139369	153829	147130	946	1035	992
chr01	6830000	6840000	148130	157731	140601	1006	1066	951
chr01	6840000	6850000	149000	149352	149444	1006	1010	1013
chr01	6850000	6860000	133132	151028	144198	907	1022	976
chr01	6860000	6870000	148859	152560	151942	1007	1037	1023
chr01	6870000	6880000	149996	159366	146068	1013	1081	985
chr01	6880000	6890000	155206	155363	151237	1045	1049	1026
chr01	6890000	6900000	139950	154251	148333	947	1044	1009
chr01	6900000	6910000	143739	149638	148737	976	1010	1009
chr01	6910000	6920000	150271	152443	157818	1018	1031	1060
chr01	6920000	6930000	140543	159308	139061	961	1076	938
chr01	6930000	6940000	149360	147056	150063	1017	992	1013
chr01	6940000	6950000	159360	146186	152158	1082	991	1025
chr01	6950000	6960000	147928	153907	143717	1003	1042	973
chr01	6960000	6970000	134687	152497	147700	914	1027	1000
chr01	6970000	6980000	150668	159417	147058	1015	1077	1000
chr01	6980000	6990000	153480	151063	142747	1038	1026	967
chr01	6990000	7000000	152074	150924	149385	1027	1023	1017
chr01	7000000	7010000	148513	151627	152874	1007	1027	1034
chr01	7010000	7020000	150132	153082	144824	1015	1038	983
chr01	7020000	7030000	140388	158716	144351	953	1080	981
chr01	7030000	7040000	146167	144763	146067	988	977	988
chr01	7040000	7050000	155804	147862	145736	1052	1003	989
chr01	7050000	7060000	143839	145843	144024	977	987	976
chr01	7060000	7070000	146805	149727	142410	989	1011	968
chr01	7070000	7080000	150125	150522	144828	1013	1016	981
chr01	7080000	7090000	138361	149695	145708	940	1015	991
chr01	7090000	7100000	149889	149491	143912	1013	1007	982
chr01	7100000	7110000	137601	154937	142544	926	1049	968
chr01	7110000	7120000	148552	155248	141577	1000	1052	957
chr01	7120000	7130000	144622	156008	147047	979	1055	995
chr01	7130000	7140000	148820	142856	141909	1006	966	956
chr01	7140000	7150000	152301	164943	154165	1030	1114	1039
chr01	7150000	7160000	147829	154656	149831	994	1049	1010
chr01	7160000	7170000	153461	144759	137256	1035	978	926
chr01	7170000	7180000	159798	138214	139933	1077	936	945
chr01	7180000	7190000	149214	148713	149061	1011	1007	1011
chr01	7190000	7200000	158197	142651	161144	1065	966	1086
chr01	7200000	7210000	152751	145497	135796	1035	984	917
chr01	7210000	7220000	151944	149427	147934	1031	1013	1000
chr01	7220000	7230000	139643	135195	140565	949	917	950
chr01	7230000	7240000	147714	147130	151801	1001	992	1023
chr01	7240000	7250000	156862	147591	140775	1068	996	952
chr01	7250000	7260000	142981	141493	161007	970	961	1088
chr01	7260000	7270000	147571	156679	145570	1002	1058	986
chr01	7270000	7280000	150145	146608	143809	1018	994	971
chr01	7280000	7290000	141032	153339	147739	959	1041	1001
chr01	7290000	7300000	143594	151709	138854	973	1028	940
chr01	7300000	7310000	148171	150438	137411	1002	1014	926
chr01	7310000	7320000	147538	147933	158678	1000	996	1068
chr01	7320000	7330000	151786	149156	148400	1026	1003	1001
chr01	7330000	7340000	141936	148638	144790	970	1003	978
chr01	7340000	7350000	147956	155726	152929	1000	1052	1036
chr01	7350000	7360000	149687	148496	142426	1009	1003	965
chr01	7360000	7370000	152690	154400	147001	1034	1041	1002
chr01	7370000	7380000	158553	154071	147542	1068	1042	995
chr01	7380000	7390000	145018	153182	154878	985	1036	1044
chr01	7390000	7400000	147270	153911	148021	993	1040	996
chr01	7400000	7410000	155131	141643	141972	1047	959	953
chr01	7410000	7420000	144506	142102	141586	980	964	956
chr01	7420000	7430000	137496	153623	145612	934	1038	982
chr01	7430000	7440000	143498	152821	146837	970	1031	991
chr01	7440000	7450000	134291	151497	127857	906	1021	862
chr01	7450000	7460000	144995	146591	146305	980	992	986
chr01	7460000	7470000	152356	148061	142963	1031	1001	968
chr01	7470000	7480000	150392	150470	153819	1017	1018	1041
chr01	7480000	7490000	140916	149239	153577	952	1011	1040
chr01	7490000	7500000	141553	152758	150661	955	1034	1022
chr01	7500000	7510000	163122	160374	149944	1106	1085	1012
chr01	7510000	7520000	161092	147347	157690	1093	999	1065
chr01	7520000	7530000	153614	154298	146740	1039	1049	995
chr01	7530000	7540000	149833	136920	141786	1014	926	960
chr01	7540000	7550000	153479	144849	143138	1044	979	972
chr01	7550000	7560000	147725	141950	139820	997	967	951
chr01	7560000	7570000	151014	154755	155858	1018	1044	1049
chr01	7570000	7580000	142713	159196	154717	966	1074	1040
chr01	7580000	7590000	145582	154037	142646	986	1043	966
chr01	7590000	7600000	151660	170893	154506	1031	1153	1047
chr01	7600000	7610000	152615	147013	158892	1030	991	1076
chr01	7610000	7620000	146732	149303	145398	988	1008	986
chr01	7620000	7630000	142515	144808	148090	962	978	1003
chr01	7630000	7640000	145474	135930	145790	986	920	987
chr01	7640000	7650000	153065	157758	160968	1036	1071	1091
chr01	7650000	7660000	145613	154880	152735	989	1052	1033
chr01	7660000	7670000	152683	160468	161558	1030	1087	1093
chr01	7670000	7680000	153036	149138	146295	1033	1006	987
chr01	7680000	7690000	150541	151644	144923	1016	1023	976
chr01	7690000	7700000	140945	151899	150773	958	1025	1023
chr01	7700000	7710000	161381	149501	142651	1094	1016	967
chr01	7710000	7720000	130381	142617	148999	883	961	1009
chr01	7720000	7730000	150762	148376	155640	1018	1000	1055
chr01	7730000	7740000	145288	155758	147671	991	1052	999
chr01	7740000	7750000	142078	145721	139681	963	984	942
chr01	7750000	7760000	157861	159275	153538	1066	1076	1034
chr01	7760000	7770000	150828	144939	147710	1021	980	1000
chr01	7770000	7780000	153973	154246	141066	1041	1046	956
chr01	7780000	7790000	145891	156828	148637	990	1062	1003
chr01	7790000	7800000	150937	147753	136274	1019	995	920
chr01	7800000	7810000	148409	145193	147299	1000	981	996
chr01	7810000	7820000	146408	142589	142930	990	963	972
chr01	7820000	7830000	149769	144931	141824	1013	986	960
chr01	7830000	7840000	142486	143337	150486	960	973	1014
chr01	7840000	7850000	140206	134989	156407	949	918	1061
chr01	7850000	7860000	140038	148347	154795	948	1008	1049
chr01	7860000	7870000	152328	146554	159183	1032	991	1077
chr01	7870000	7880000	143223	165016	153554	976	1121	1038
chr01	7880000	7890000	138050	165740	154371	938	1121	1046
chr01	7890000	7900000	146902	139955	155057	993	947	1047
chr01	7900000	7910000	141905	149756	133688	960	1012	903
chr01	7910000	7920000	132816	147109	135499	896	992	917
chr01	7920000	7930000	150247	156978	148105	1015	1061	999
chr01	7930000	7940000	154686	159019	150396	1044	1076	1017
chr01	7940000	7950000	153103	132973	138815	1035	900	940
chr01	7950000	7960000	147168	156983	155008	998	1058	1048
chr01	7960000	7970000	150500	134337	157458	1015	910	1067
chr01	7970000	7980000	151383	148162	143014	1026	1003	963
chr01	7980000	7990000	146431	140069	150375	994	947	1016
chr01	7990000	8000000	147545	152839	147964	998	1035	999
chr01	8000000	8010000	147997	140929	143901	1002	951	972
chr01	8010000	8020000	151818	153854	140374	1021	1039	947
chr01	8020000	8030000	145195	151537	137624	991	1026	932
chr01	8030000	8040000	151610	147359	148415	1029	998	1008
chr01	8040000	8050000	156699	166833	142129	1060	1124	964
chr01	8050000	8060000	151818	155631	141553	1028	1057	967
chr01	8060000	8070000	154692	155733	149913	1046	1056	1022
chr01	8070000	8080000	141678	145422	150372	955	985	1022
chr01	8080000	8090000	152687	146098	151585	1027	987	1027
chr01	8090000	8100000	133021	154021	142715	902	1044	970
chr01	8100000	8110000	157243	141304	150972	1063	959	1023
chr01	8110000	8120000	140422	144999	147825	953	985	999
chr01	8120000	8130000	151878	152273	142746	1027	1034	964
